"muniYear","IM","POB_TOT"
"21063_2011",-0.260092299218613,13698
"21144_2011",-0.429897428650554,10823
"21117_2011",-0.985260604781457,14788
"21026_2011",NA,13709
"21036_2011",1.76118103629268,12615
"21145_2011",1.91494864212051,13326
"21213_2011",1.07678371954097,13702
"21089_2011",1.32667848016904,13452
"21086_2011",1.24765442886692,13156
"21129_2011",0.324024283282357,11781
"21087_2011",0.485551620343993,12646
"21075_2011",0.837012520756575,10377
"21175_2011",0.221040290363119,10165
"21202_2011",1.17338279432585,11853
"21157_2011",0.005,12611
"21107_2011",1.9832696692943,12582
"21061_2011",2.44747112205461,10797
"21102_2011",-0.476644175976524,10719
"21093_2011",0.393058330886407,9219
"21136_2011",-1.38565873423619,9467
"21022_2011",0.601164279817293,12042
"21152_2011",-0.0972336018973312,11165
"21138_2011",NA,10181
"21167_2011",1.66555546851482,9700
"21008_2011",-0.264611112172238,9224
"21191_2011",0.18159014931339,11002
"21091_2011",-1.09211455955432,9385
"21122_2011",-0.648400123799926,8813
"21040_2011",0.524406144975591,7179
"21038_2011",-0.216887808769683,6781
"21100_2011",1.03567247134006,9665
"21137_2011",0.290815461905485,8472
"21112_2011",0.429438675980612,9729
"21073_2011",0.155606623231336,9598
"21023_2011",0.647335307518653,8277
"21039_2011",1.03577297640406,9008
"21070_2011",0.873694099500861,7946
"21148_2011",0.726361315108355,9063
"21002_2011",0.876005075583341,9236
"21125_2011",-0.582025235245461,7064
"21209_2011",0.407718441646669,8959
"21166_2011",0.202571168403763,8763
"21016_2011",0.651013983722622,7836
"21082_2011",-0.417811995620159,7031
"21128_2011",0.0164833194835164,6842
"21185_2011",0.370031635526595,8694
"21025_2011",0.862451814263709,7779
"21176_2011",-0.0886323216044566,8360
"21151_2011",-0.315264145174702,7167
"21068_2011",1.67204402039417,8171
"21204_2011",0.122586118829901,6723
"21057_2011",0.734457619259553,7354
"21066_2011",0.461064045285041,7615
"21046_2011",NA,5658
"21158_2011",0.958951589820326,7102
"21060_2011",-0.338526571573056,5655
"21150_2011",0.833725139099012,6768
"21193_2011",0.882665267209087,6351
"21181_2011",-0.69700861306046,5509
"21020_2011",-0.318254671679134,5888
"21084_2011",1.92870758160332,6620
"21155_2011",NA,6840
"21168_2011",0.999753488656846,6433
"21012_2011",-0.0305737936097094,6680
"21184_2011",1.64299044809334,6520
"21098_2011",0.39546277351589,6256
"21203_2011",0.711562712499083,5149
"21192_2011",0.516943532952621,6243
"21147_2011",0.820653488147021,6181
"21187_2011",1.14519939289758,6255
"21126_2011",0.187919313515627,5344
"21103_2011",0.497579156207143,5419
"21113_2011",0.132418460448985,5878
"21173_2011",-0.816619785554161,5591
"21077_2011",2.69792292658896,5356
"21210_2011",0.663933075196612,5241
"21120_2011",1.20234100738071,4576
"21079_2011",-0.309950030711208,4603
"21092_2011",0.946894869839004,5233
"21159_2011",1.07018448912422,4761
"21027_2011",0.859323918343064,5031
"21055_2011",0.579009041782079,5003
"21014_2011",1.194584019022,4671
"21182_2011",-0.207621968498212,4219
"21105_2011",0.193042784350387,4926
"21088_2011",1.12150834041006,4922
"21215_2011",0.40179082902308,4448
"21033_2011",0.491895256907602,4619
"21062_2011",0.397619751791581,4904
"21123_2011",1.65024298797318,4363
"21081_2011",0.803295112285544,4599
"21206_2011",0.697652670757055,4442
"21127_2011",0.49374840531153,4237
"21200_2011",0.495688356255745,4176
"21162_2011",1.579255273701,3945
"21042_2011",0.608820083993717,4011
"21029_2011",1.06519496148263,3899
"21007_2011",0.972022527652954,3745
"21101_2011",0.456415637108385,3554
"21018_2011",0.362380010420107,3721
"21130_2011",-0.126328783872997,3696
"21141_2011",0.00202439745849989,3694
"21031_2011",0.70636061707091,3561
"21139_2011",0.337962199880049,3437
"21160_2011",0.177365900096565,3552
"21171_2011",-0.299812839685849,2892
"21201_2011",0.545583625469192,3302
"21005_2011",1.55579647400841,3097
"21080_2011",1.2502347859703,2706
"21216_2011",1.2994203112289,2904
"21096_2011",-0.207984269523743,2430
"21059_2011",0.129032454633656,2751
"21028_2011",1.78663172499101,2185
"21009_2011",-0.0824304052055187,2558
"21037_2011",-0.0562417058122399,2498
"21097_2011",-0.555728047442432,2065
"21056_2011",0.091682089194451,1999
"21032_2011",0.836861306235631,1907
"21011_2011",-0.0715153479699391,2009
"21196_2011",-0.115207361867366,1672
"21024_2011",-0.0875734831723668,1289
"21198_2011",0.706087578678074,1418
"21021_2011",-0.00426733835061745,1330
"21052_2011",0.52063513279233,1281
"21121_2011",0.979187506678005,1129
"21165_2011",1.53894402871157,1268
"21190_2011",0.0233029245030739,1166
"21133_2011",NA,965
"21030_2011",0.593323495512276,884
"21146_2011",0.526637794061643,862
"21131_2011",-0.066772916738754,812
"21095_2011",NA,717
"21135_2011",0.347604962994984,698
"22014_2011",-1.87225977466973,653254
"22016_2011",-1.29123885421831,183474
"22006_2011",-1.56292291357881,78207
"22011_2011",-0.539634928006688,75722
"22017_2011",-0.891113295620216,51074
"22004_2011",NA,52628
"22012_2011",-0.687738297771867,50210
"22005_2011",-0.0768586819866605,47581
"22001_2011",0.423386422809468,54425
"22007_2011",-0.547014575721861,27944
"22008_2011",0.195964434081657,29576
"22018_2011",NA,21564
"22002_2011",1.05668299941738,26987
"22009_2011",0.0497696367048965,23076
"22013_2011",NA,16852
"22010_2011",0.572261847040871,19089
"22003_2011",NA,12744
"22015_2011",NA,7769
"23005_2011",-1.73879862926868,429799
"23004_2011",-0.991110411049558,204556
"23008_2011",-0.937406858968314,67350
"23001_2011",-1.51805028857131,61096
"23002_2011",0.38118957597727,61409
"23010_2011",NA,NA
"23006_2011",0.383557276601236,31276
"23009_2011",NA,NA
"23007_2011",0.193347950430262,20710
"23003_2011",-1.29283349320926,11739
"24028_2011",-1.87447993806022,679263
"24035_2011",-1.70223328778801,185566
"24013_2011",-0.872340147011345,148196
"24037_2011",0.493682988568387,88225
"24020_2011",-1.25524706782223,79427
"24024_2011",-0.448626231374248,89426
"24021_2011",NA,49051
"24054_2011",0.869286968867407,49686
"24050_2011",0.0924316761591998,41024
"24003_2011",1.56021565840798,43023
"24010_2011",NA,30899
"24011_2011",-0.614278762296399,40279
"24016_2011",-0.456689997520351,40069
"24032_2011",0.225797955069137,38975
"24040_2011",-0.235520009475268,35233
"24049_2011",0.263726042250576,34296
"24053_2011",0.336032517432304,32195
"24025_2011",-0.18849515181297,26680
"24057_2011",0.953242461152652,28469
"24036_2011",0.480490082893611,27621
"24017_2011",0.806093542493623,25428
"24055_2011",0.278122934177601,22247
"24029_2011",1.10106826029314,22337
"24008_2011",-0.800515199408133,20682
"24058_2011",-0.446460977674302,19160
"24015_2011",-0.19584669878257,21010
"24012_2011",1.0693084236193,19811
"24022_2011",0.700382460214653,19947
"24041_2011",1.26035274361632,18219
"24001_2011",0.556925982390145,19135
"24007_2011",-0.623350621459917,16272
"24005_2011",-0.849463956496259,18734
"24023_2011",0.064446036205159,15703
"24046_2011",0.381497963765665,14895
"24014_2011",0.785877442715127,16961
"24038_2011",0.753707743200724,15915
"24018_2011",1.01868984778161,14384
"24051_2011",-0.165529807123797,14980
"24039_2011",1.10404052250714,13968
"24056_2011",NA,13699
"24042_2011",-0.116946910794209,13488
"24034_2011",0.471671091490003,14058
"24045_2011",0.237334565045364,14204
"24033_2011",0.275393731977677,12790
"24052_2011",0.155287334316788,10929
"24047_2011",0.559496209746782,10355
"24006_2011",0.315948843917526,9887
"24031_2011",2.12415726520625,10822
"24027_2011",-0.0979584226890263,10511
"24043_2011",0.314930654849948,9657
"24026_2011",1.13266686317284,9357
"24002_2011",0.754276177552648,8804
"24044_2011",0.407428758056409,7480
"24030_2011",NA,6719
"24019_2011",0.780979798539596,6466
"24004_2011",0.335368356519479,4804
"24048_2011",-0.758894682098878,5111
"24009_2011",-0.624977440995065,3487
"25006_2011",-1.40654222359619,753464
"25012_2011",-1.70020211019481,391038
"25001_2011",-1.3088799149365,364654
"25011_2011",-0.791933135949078,279210
"25018_2011",-0.499327149704286,149443
"25010_2011",-0.430001483237121,90045
"25017_2011",0.126221020187295,85173
"25015_2011",-1.45955659610882,73674
"25009_2011",-0.853657893146007,51390
"25008_2011",0.0301932665130793,51772
"25014_2011",-0.697192759905005,48758
"25013_2011",-0.050794802561197,49973
"25002_2011",-0.844106682450752,44250
"25003_2011",0.946218912880582,38205
"25007_2011",0.226399384306247,29360
"25004_2011",-0.560905117262972,27549
"25016_2011",-0.0444736903974003,26499
"25005_2011",NA,17184
"26030_2011",-1.81087049246397,624632
"26018_2011",-1.58545596921491,360330
"26043_2011",-1.76524932749299,161721
"26055_2011",-1.60856545582604,147269
"26042_2011",-1.07324182796248,141690
"26029_2011",-1.46453898542289,131822
"26017_2011",-1.31261154808767,70240
"26002_2011",-1.66010556814118,62525
"26033_2011",-0.628699955354746,76528
"26026_2011",-0.246805027901583,56584
"26048_2011",-1.73344721968904,31666
"26025_2011",-1.38950482875879,50359
"26019_2011",-2.04008134298489,32617
"26036_2011",-1.72945726610381,24685
"26003_2011",NA,25122
"26012_2011",-0.597047563400633,21365
"26071_2011",-0.787969259504955,21803
"26070_2011",-1.24064060650411,11457
"26058_2011",-1.58790882380152,13565
"26072_2011",-0.436810821517102,13771
"26041_2011",-1.78167462785783,14603
"26035_2011",-1.28731403528881,10067
"26066_2011",-1.160432595769,9463
"26004_2011",-1.26984033858878,7336
"26047_2011",-1.14816281880954,9245
"26056_2011",NA,5717
"26027_2011",-1.71350571912702,7806
"26052_2011",-0.884028828609434,6314
"26023_2011",-1.38607950248022,6152
"26039_2011",-1.37050701785275,5329
"26051_2011",NA,5390
"26016_2011",-1.57272851470395,5723
"26069_2011",NA,6062
"26020_2011",-0.805543533534279,4886
"26038_2011",-1.45905822403327,4237
"26014_2011",-1.06082464496452,3671
"26006_2011",-0.880179749433926,3311
"26049_2011",0.335571698212252,3225
"26045_2011",-0.707498902158644,2783
"26063_2011",-1.23834192346796,1507
"26001_2011",-1.04169051006351,2441
"26060_2011",-0.967912022854855,2024
"26040_2011",-0.515895431241305,2229
"26021_2011",-0.781787854630619,2411
"26067_2011",-1.17045956335474,1934
"26064_2011",-0.877631127431782,1724
"26061_2011",-0.743539021815403,1683
"26059_2011",-1.24036074104509,1589
"26065_2011",-0.732281951544412,1668
"26057_2011",-0.920206459153695,1676
"26050_2011",-0.922033250196661,1559
"26037_2011",-1.33319340296895,1557
"26010_2011",-0.718741173571405,1347
"26005_2011",-0.804749015554473,1462
"26015_2011",-1.15682458728802,1378
"26013_2011",-1.08110716816819,1478
"26068_2011",-0.865193414348629,1571
"26011_2011",-1.23202093827343,1479
"26031_2011",-0.902310115291663,1126
"26008_2011",-0.862032128474301,1309
"26009_2011",-0.864383100113773,947
"26062_2011",-0.897310229396872,1179
"26028_2011",-1.44164343194348,1216
"26034_2011",-1.31976828659674,1093
"26032_2011",-1.16395465067439,951
"26022_2011",-0.600365502067993,938
"26024_2011",-0.947012673089236,805
"26007_2011",-1.21107309471456,708
"26054_2011",-0.983408401130472,286
"26044_2011",-0.376056563761888,495
"26053_2011",-1.38640918823495,418
"26046_2011",-1.20214198677925,388
"27004_2011",-1.47819940637531,527345
"27002_2011",-0.502404609055249,218995
"27005_2011",-0.325341035362211,166122
"27008_2011",0.398731337356912,160220
"27012_2011",-0.440991129206596,136120
"27006_2011",-0.173616947301266,106284
"27013_2011",-0.582710323865289,83288
"27003_2011",-0.0745266088564353,89562
"27014_2011",-0.966298931590374,71988
"27010_2011",-0.416977164014941,69376
"27001_2011",-0.139759033893559,54969
"27017_2011",-0.370759140504335,55872
"27016_2011",-0.498393902606719,46654
"27015_2011",NA,41730
"27009_2011",-0.410900639203868,33166
"27007_2011",-0.937,27152
"27011_2011",NA,28003
"28032_2011",-1.59829991537502,425494
"28022_2011",-1.56160435886483,423339
"28027_2011",-1.69480973515828,313369
"28041_2011",-1.63573035697662,266885
"28038_2011",-1.85751055168251,298717
"28003_2011",-1.08255096518114,130328
"28009_2011",-1.97610416602075,184484
"28033_2011",-1.20010373460218,105707
"28021_2011",-1.10923527853641,112961
"28040_2011",-1.22218643832487,58761
"28035_2011",-0.580763628248335,57161
"28012_2011",-0.311357914971779,41516
"28039_2011",0.0603384186942978,27428
"28002_2011",-0.311942823259596,27942
"28025_2011",-1.58003895309907,25786
"28016_2011",-0.210821435450656,24075
"28037_2011",-0.343009076705035,24358
"28043_2011",-0.621193857463797,22633
"28019_2011",NA,17459
"28015_2011",-1.26038352691094,16168
"28007_2011",-1.31652716350656,16969
"28013_2011",-0.125537740928316,14481
"28001_2011",-0.734614524799936,13313
"28017_2011",-0.0498298315589508,13217
"28029_2011",0.0637489699794875,13476
"28030_2011",-0.659865775178683,13659
"28034_2011",0.211200600364971,9449
"28004_2011",0.0242773831659504,9086
"28011_2011",-0.00835636932969849,8647
"28018_2011",-0.794191645858047,8474
"28006_2011",0.835548115597085,7602
"28042_2011",0.086735049260174,6971
"28024_2011",-1.5928821667374,6659
"28005_2011",-0.1456889862075,5146
"28023_2011",-0.34380941570597,5237
"28008_2011",0.418511950872884,4486
"28014_2011",-1.12659449711302,4359
"28026_2011",0.393248734479312,3183
"28028_2011",0.0491156835419636,3097
"28020_2011",-0.262224321459911,2811
"28010_2011",-0.0816691646149593,2316
"28031_2011",-0.0708119930450645,1802
"28036_2011",0.856644254798454,1056
"29033_2011",-1.90260710495808,74068
"29013_2011",-0.760288590106421,67756
"29005_2011",-1.60992280310406,68048
"29025_2011",-0.862491780430398,55530
"29010_2011",-1.38892969744873,58168
"29006_2011",-1.11076283765508,37745
"29044_2011",-1.31150214528049,32555
"29034_2011",-0.388293237359056,34323
"29018_2011",-0.720454338426156,29357
"29015_2011",-0.886365314594594,30827
"29043_2011",-1.0578371151357,22195
"29031_2011",-0.942645284216364,22307
"29041_2011",-1.33172847405057,22818
"29024_2011",-1.30472095046184,23757
"29023_2011",-0.791539406273455,21269
"29028_2011",-0.970572552336391,17474
"29039_2011",-0.981657397816824,17176
"29036_2011",-1.51919797560156,16870
"29019_2011",-1.01829482315808,14653
"29026_2011",-1.03003341395721,13133
"29048_2011",-0.928937992752124,14014
"29021_2011",-0.935781634531897,14855
"29007_2011",-0.352834044919303,12703
"29004_2011",NA,13320
"29029_2011",-0.952995090194247,9163
"29038_2011",-1.02149160330079,9506
"29032_2011",-1.20946886735579,10972
"29008_2011",-0.431093078459212,11219
"29002_2011",-1.47363903415726,12114
"29030_2011",0.128166084766906,11380
"29014_2011",-0.426966433245802,12789
"29042_2011",-1.517,10446
"29027_2011",-1.11837457131173,10320
"29001_2011",-1.4120892969919,7867
"29050_2011",-0.855504980253422,9263
"29017_2011",-0.734173682980529,8547
"29040_2011",-0.291812300181598,7490
"29020_2011",-0.532,7096
"29037_2011",-0.179422009367184,8096
"29058_2011",-1.1909388749911,7136
"29012_2011",-0.105905939149264,7261
"29056_2011",-1.25223398593404,6000
"29053_2011",-1.17081386931289,5655
"29059_2011",-0.629256862576727,5011
"29016_2011",-0.897681853944283,5889
"29022_2011",-0.775349803058906,4389
"29003_2011",-0.231340449295402,5550
"29045_2011",-0.621166427400381,4786
"29052_2011",-0.176728919962727,4629
"29035_2011",-0.592627692065519,4777
"29054_2011",-1.07178448839425,4463
"29049_2011",-1.18065337364389,4444
"29009_2011",-0.475460242196853,4289
"29060_2011",-0.573063929091767,3260
"29011_2011",-0.623688740225857,4152
"29046_2011",NA,3456
"29057_2011",-0.785841885002092,3711
"29051_2011",-0.920632855035956,3267
"29055_2011",-0.496445664137027,2998
"29047_2011",-0.294209768544788,2401
"30193_2011",-1.62257471180241,466576
"30087_2011",-1.64035484218463,394423
"30039_2011",-1.39556887098846,269607
"30044_2011",-1.11393823439049,181026
"30108_2011",-0.725278221918909,152914
"30131_2011",-1.44597496195589,153900
"30124_2011",0.318172391230278,170837
"30141_2011",0.316184708206421,143669
"30189_2011",-0.812321773244069,129722
"30028_2011",-1.73958785321686,136611
"30048_2011",-0.649742995751884,99317
"30118_2011",-1.70287340276148,119559
"30102_2011",-0.468861774217068,121223
"30174_2011",-0.220516528353632,91587
"30160_2011",0.318911765183481,102984
"30155_2011",1.32175833701233,95176
"30123_2011",-0.388465827194605,91256
"30175_2011",0.265340040463221,82254
"30038_2011",-0.961292957466473,74435
"30003_2011",-0.229703006322898,78877
"30061_2011",0.516278571849528,73889
"30045_2011",-0.728294717782977,54144
"30065_2011",-0.527436360455977,46757
"30105_2011",-0.283466545263231,36918
"30128_2011",-0.507878739529917,54953
"30085_2011",-0.595691135663681,57482
"30068_2011",-0.935225501720586,47001
"30010_2011",0.578768319845249,54120
"30109_2011",-0.0219688684301617,61026
"30183_2011",-0.17222578829249,52555
"30071_2011",-0.11526291164299,47475
"30058_2011",0.629948838846276,58918
"30047_2011",0.727323459318974,42917
"30133_2011",-0.853802150121723,50738
"30143_2011",0.728744986085933,54738
"30173_2011",1.16281313651573,51827
"30040_2011",-0.632818137715334,40486
"30083_2011",1.31458041165349,50040
"30011_2011",-0.650843782907713,49683
"30130_2011",0.712916420273189,48952
"30023_2011",1.15605156926926,48662
"30032_2011",NA,45579
"30204_2011",-0.904180280513197,44492
"30207_2011",NA,44520
"30014_2011",0.0309017628525539,37358
"30086_2011",0.522141918734442,33991
"30201_2011",1.67834037816951,40177
"30004_2011",-0.276397654727585,39803
"30077_2011",-0.110959843653296,39055
"30073_2011",0.479451860509407,40107
"30030_2011",-0.993625997725538,39414
"30138_2011",-1.52899658863591,39574
"30089_2011",-0.519180754610348,38132
"30094_2011",NA,33796
"30092_2011",-0.287143771681083,29238
"30115_2011",-0.917885107445006,31499
"30181_2011",0.281829727992777,36771
"30101_2011",-0.339901133585216,29165
"30161_2011",0.804172381050567,36538
"30149_2011",1.99039589834263,27905
"30015_2011",0.0804276957580288,32158
"30142_2011",0.593700107467037,32741
"30026_2011",-1.18346527254503,16905
"30126_2011",-0.461379438598013,30944
"30144_2011",0.435922612987853,28087
"30125_2011",0.101657710398827,27046
"30191_2011",-1.18555783420989,27978
"30206_2011",-1.56750676842597,27786
"30211_2011",NA,NA
"30151_2011",0.594576687964311,26201
"30210_2011",0.972935193750305,23809
"30091_2011",0.59587780808481,25848
"30009_2011",-0.0612210049923968,27361
"30013_2011",-0.892761601966041,26519
"30069_2011",-0.128728526952783,26507
"30034_2011",-1.19084716081572,24919
"30053_2011",-0.596082634341992,23549
"30148_2011",-0.0125653391890478,27350
"30066_2011",1.1122285244312,24194
"30016_2011",-1.23649605838008,23644
"30127_2011",1.50392630094898,18447
"30025_2011",1.24647362006678,20423
"30159_2011",3.17874423987747,18048
"30121_2011",0.585308373967323,24387
"30070_2011",1.01484823669929,18459
"30158_2011",0.55409028521371,25418
"30169_2011",0.535470520961942,24282
"30081_2011",0.37928191656321,12309
"30033_2011",0.836345489229959,23878
"30208_2011",-0.77968206079004,23180
"30117_2011",0.456082401279652,22364
"30021_2011",-0.414717056213864,22795
"30100_2011",0.0442823528913109,20728
"30147_2011",1.78234019318378,16652
"30135_2011",0.215697505642669,15125
"30080_2011",0.646358031999462,20234
"30006_2011",0.695081105017219,18111
"30104_2011",1.59957412723115,15206
"30051_2011",1.35672851089224,21248
"30134_2011",-0.46007075831437,19146
"30112_2011",-0.414731906444264,18368
"30205_2011",-0.550333838326777,18513
"30072_2011",0.737870870481204,18201
"30022_2011",0.586226425863521,17212
"30062_2011",0.241899028337619,15517
"30049_2011",0.59333885195497,19164
"30172_2011",0.528401172406533,19194
"30097_2011",-1.13966231886061,20053
"30192_2011",-0.445140954444081,18910
"30157_2011",0.626343176019381,19831
"30043_2011",1.32806565271923,17298
"30132_2011",NA,14429
"30075_2011",0.75369308659648,17750
"30095_2011",0.607126584979813,18861
"30182_2011",0.231169666605871,11804
"30067_2011",2.18178499417869,11070
"30129_2011",0.406528519884287,17559
"30099_2011",0.154694046510995,14912
"30111_2011",0.0595852658411647,17033
"30196_2011",-0.513431338190635,16470
"30027_2011",1.13080138739207,16413
"30122_2011",1.37005787670079,14339
"30188_2011",0.592741116235379,15134
"30031_2011",1.62413505627256,14748
"30050_2011",1.82999760637488,14651
"30060_2011",0.891331730790716,14293
"30116_2011",-0.277249534862588,13611
"30093_2011",-0.270305645164103,13250
"30164_2011",-0.472325630906138,14928
"30145_2011",0.0668470123742348,11765
"30046_2011",0.503842042567608,15435
"30059_2011",-0.135816821283624,14290
"30120_2011",NA,12334
"30178_2011",-0.142599339259862,14977
"30024_2011",0.792529272928878,13552
"30082_2011",-0.238703231306678,13450
"30063_2011",0.847515640785956,15047
"30209_2011",1.24661245435533,12710
"30203_2011",2.08834297426816,12893
"30168_2011",1.96695791075837,12018
"30167_2011",0.436012047146266,13906
"30202_2011",2.12553749104503,12470
"30057_2011",1.25394855977468,13210
"30152_2011",0.272891069667354,12659
"30154_2011",0.807554225631357,13490
"30055_2011",0.989980374894465,13072
"30078_2011",1.02190668777404,13036
"30076_2011",2.13877435598925,12937
"30197_2011",0.582828977756668,12661
"30200_2011",0.399667477583381,12538
"30029_2011",1.4413321823315,11072
"30212_2011",NA,NA
"30054_2011",NA,11890
"30103_2011",2.36429061277624,10435
"30052_2011",NA,10957
"30035_2011",0.804768699452233,11470
"30194_2011",0.306600816944206,8121
"30150_2011",0.544242765724692,11698
"30110_2011",2.96008260412768,8562
"30180_2011",1.56538579842084,11136
"30079_2011",0.938181569311689,9641
"30177_2011",1.25199297177067,9087
"30090_2011",0.321099407258344,10151
"30199_2011",1.48081744641773,9048
"30170_2011",2.23446767777493,9103
"30020_2011",1.93793102862188,8228
"30114_2011",NA,9967
"30036_2011",NA,7459
"30008_2011",1.26223052651207,8659
"30166_2011",0.622836541792328,8576
"30001_2011",0.376037025819316,7620
"30037_2011",1.60936048866428,7004
"30165_2011",1.25754219863628,7876
"30136_2011",-0.29542785081663,5492
"30012_2011",0.0871979542657561,7322
"30184_2011",1.45031842227988,6358
"30198_2011",1.57514190664468,7076
"30074_2011",-0.551063432331666,5811
"30153_2011",0.334120472429782,6237
"30186_2011",-0.114564721018875,6111
"30056_2011",1.63625552240235,6633
"30162_2011",1.14161771983731,5979
"30019_2011",1.92437335003127,5474
"30007_2011",0.340038497294532,5649
"30042_2011",0.700357291778556,6194
"30084_2011",0.626575768418448,6060
"30139_2011",0.0535179179771138,5729
"30137_2011",1.99856355655172,4247
"30156_2011",1.30855416635885,4913
"30119_2011",NA,5323
"30187_2011",0.789744371828936,4835
"30163_2011",0.766366182875354,5596
"30195_2011",1.65766659263387,4448
"30005_2011",0.796162775751879,5053
"30171_2011",1.45286301560682,4641
"30185_2011",0.595030835679163,4015
"30088_2011",0.454766996618165,4428
"30176_2011",-0.0172175904984448,4705
"30106_2011",0.294465262345302,3850
"30113_2011",0.784857047727979,4047
"30017_2011",-0.052748855118458,3608
"30179_2011",0.459259661697459,3600
"30064_2011",1.84753821009992,3436
"30146_2011",0.504861837004202,3132
"30002_2011",-0.254679892678449,2669
"30098_2011",1.22077175587647,2346
"30140_2011",1.14574787631304,2247
"30107_2011",1.23428298546799,2586
"30041_2011",1.15492203315182,1849
"30190_2011",NA,2212
"30018_2011",1.53727209643216,1800
"30096_2011",NA,1430
"31050_2011",-1.55750904710644,715219
"31041_2011",-0.626405377469871,40806
"31102_2011",NA,57679
"31096_2011",0.00667285931796268,64871
"31059_2011",-1.26527871856269,49697
"31101_2011",-0.591913970819301,49941
"31079_2011",NA,35121
"31089_2011",-0.549536389629765,33196
"31019_2011",1.31057044938871,25574
"31052_2011",-0.269995256253223,29844
"31038_2011",NA,26267
"31056_2011",0.0715979488001275,25801
"31040_2011",-0.21522704372381,23150
"31058_2011",0.0260862084559442,21475
"31048_2011",0.10397436119123,18960
"31033_2011",0.395897515179745,17051
"31093_2011",-0.687818320378106,15388
"31076_2011",0.414128721957138,14622
"31002_2011",-0.0939167352698213,13299
"31032_2011",0.173915735987954,12746
"31085_2011",0.542016000534707,12388
"31104_2011",0.83206007494873,13314
"31098_2011",0.386362926883455,12713
"31053_2011",-0.345455418982383,11520
"31091_2011",0.140870012151841,9618
"31003_2011",NA,9580
"31013_2011",-0.54700075612807,7927
"31080_2011",0.155985536550318,8523
"31067_2011",-0.053097613187024,8353
"31069_2011",0.534443648249315,7713
"31006_2011",0.215328825553319,8005
"31021_2011",0.98105271334739,6629
"31027_2011",-0.935588854700108,7885
"31011_2011",-0.269204937633276,6234
"31057_2011",-0.15516010888711,7870
"31036_2011",0.0876054022986066,6180
"31090_2011",0.835355937480431,5971
"31007_2011",-0.054584170830398,6360
"31084_2011",NA,6468
"31044_2011",0.463225278641693,5634
"31092_2011",1.00373861041171,5365
"31055_2011",0.311984052276008,5361
"31075_2011",0.911168676400109,4919
"31001_2011",0.543116968458386,5254
"31029_2011",-0.0879569027364706,5896
"31034_2011",0.785864517866667,5317
"31035_2011",0.568500224969614,5530
"31004_2011",0.0479039479755626,5115
"31047_2011",0.657908916633936,4731
"31042_2011",0.629332829639935,5121
"31095_2011",-0.216693795531255,4843
"31025_2011",0.160608176014728,4386
"31037_2011",0.229946629409323,4291
"31015_2011",0.455515814491486,4424
"31087_2011",0.825665714719353,4270
"31063_2011",0.494306978442195,4373
"31073_2011",1.53049384653151,3283
"31009_2011",-0.157804375572499,4719
"31062_2011",0.204427827160911,3947
"31094_2011",0.95024248093151,4023
"31023_2011",0.0457704099891713,4085
"31017_2011",1.07346189275114,4037
"31020_2011",-0.0624067134783437,3561
"31022_2011",1.07287438190633,3512
"31008_2011",0.213874492508784,3896
"31039_2011",-0.172013476208983,3271
"31099_2011",0.872226799256224,3018
"31066_2011",0.638844452687846,3527
"31078_2011",0.47709979090973,3911
"31070_2011",-0.12931758318257,3872
"31012_2011",0.121036563979113,3479
"31074_2011",0.275615279562105,3511
"31030_2011",0.407250856140466,3459
"31082_2011",-0.324122495360937,3329
"31049_2011",1.40784599113039,2546
"31097_2011",0.442444604059214,3540
"31100_2011",NA,2944
"31026_2011",-0.0415068817562414,3181
"31061_2011",-0.370271467595079,3072
"31103_2011",0.640850242804694,2866
"31024_2011",0.992515800152212,2897
"31051_2011",-0.451773297660254,2709
"31081_2011",0.749409164945995,2680
"31046_2011",0.72952754127563,2778
"31018_2011",0.613498124290992,2821
"31068_2011",NA,3032
"31043_2011",0.783051987228539,2303
"31105_2011",-0.119537101691442,2410
"31016_2011",1.02729474434339,2401
"31031_2011",0.660874687310345,2690
"31054_2011",NA,2552
"31028_2011",-0.465954190254841,2467
"31077_2011",0.662821746060663,2312
"31010_2011",1.09360959430678,2104
"31045_2011",0.219701193292368,2196
"31086_2011",0.619805983770832,2108
"31106_2011",0.0175592688333173,2084
"31005_2011",0.284121010301626,2000
"31088_2011",0.418386527382535,1914
"31072_2011",0.0779289410871965,1824
"31065_2011",-0.418444739957127,1859
"31083_2011",-0.425092396821347,1603
"31071_2011",0.621248661812234,1531
"31064_2011",0.536360281131899,1462
"31014_2011",0.705512546177268,1309
"31060_2011",0.111435855684343,997
"32010_2011",-0.94988510830529,186187
"32017_2011",-1.64407665393072,112633
"32056_2011",-1.86557988641469,125297
"32038_2011",NA,65014
"32042_2011",-0.618218654037772,61901
"32039_2011",-0.950368490581332,59553
"32020_2011",-1.21912520645135,55042
"32024_2011",-0.766464162773361,40726
"32005_2011",-1.21659440309592,32700
"32036_2011",-0.607614551666675,38718
"32049_2011",-0.241487252392853,34896
"32055_2011",-0.675825441672317,32323
"32051_2011",-0.0435625452721908,32296
"32034_2011",-0.817960598220016,29244
"32048_2011",-0.861935890821384,23664
"32014_2011",-0.379711683382399,23077
"32019_2011",-0.863337622950039,23576
"32029_2011",-0.904578935091969,21961
"32016_2011",-0.173225554873229,21851
"32040_2011",-0.00222142577852061,20917
"32026_2011",0.243110384943212,17788
"32022_2011",-0.971458999835776,19620
