"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year","PAN.s","PRI.s","PRD.s","inc.share","inc.share.lag","inc.ch","agua_lag","dren_lag","elec_lag","tot_del_lag","hom_lag","IM","POB_TOT","ch.agua","ch.dren","ch.elec","ch.del","ch.hom","alt","edo.year"
"05032_2002","05",5032,2002,"PAN",8359,6669,116,337,0,17036,"PRI","PRI","PAN","PAN",1999,3,"PAN","PAN",0,1,0,0,"05_2002",0.490666823197934,0.391465132660249,0.00680911011974642,49.0666823197934,45.5066666666667,3.56001565312671,NA,NA,NA,NA,NA,-1.7809226704044,40129,NA,NA,NA,NA,NA,0,"05_2002"
"05032_2005","05",5032,2005,"PRI",3727,9047,4218,351,0,17623,"PRI","PRI","PRI","PRI",2002,3,"PAN","PAN",1,0,1,0,"05_2005",0.211484991204676,0.513363218521251,0.239346308800999,21.1484991204676,49.0666823197934,-27.9181831993258,NA,NA,NA,NA,NA,-1.7,40115,NA,NA,NA,NA,NA,1,"05_2005"
"05032_2009","05",5032,2009,"PRI_PNA_PSD",4652,10867,94,207,0,16279,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,0,1,0,"05_2009",0.285766939001167,0.667547146630628,0.00577431046133055,66.7547146630628,21.1484991204676,45.6062155425953,NA,0,NA,NA,NA,-1.837,41361,NA,NA,NA,NA,NA,0,"05_2009"
"05033_1996","05",5033,1996,"PRI",3022,12886,8981,1539,0,26174,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.115458088179109,0.492320623519523,0.343126767020708,49.2320623519523,61.3919129082426,-12.1598505562903,18046,1,NA,NA,NA,-0.715606714296167,90797,1.95057076360412,0,NA,NA,NA,0,"05_1996"
"05033_1999","05",5033,1999,"PRI",0,16583,9400,971,0,27987,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0,0.592525100939722,0.335870225461822,59.2525100939722,49.2320623519523,10.0204477420199,18518,1,NA,NA,NA,-0.912149071493831,88950,2.93768225510315,0,NA,NA,NA,0,"05_1999"
"05033_2002","05",5033,2002,"PRD_PUDC",1612,13482,13905,716,0,29865,"PRI","PRI","PRD","PRD",1999,3,"PRI","PRI",0,1,0,0,"05_2002",0.053976226351917,0.45143144148669,0.465595178302361,45.143144148669,59.2525100939722,-14.1093659453032,NA,3,NA,NA,NA,-0.967035504284796,90439,NA,0,NA,NA,NA,1,"05_2002"
"05033_2005","05",5033,2005,"PRD",1169,16872,17354,1278,0,36136,"PRI","PRI","PRD","PRD",2002,3,"PRD","PRD",0,1,0,0,"05_2005",0.0323500110692938,0.46690281160062,0.480241310604383,48.0241310604384,45.143144148669,2.88098691176934,20408,NA,NA,NA,NA,-0.935,93677,1.47491179929438,NA,NA,NA,NA,0,"05_2005"
"05034_1996","05",5034,1996,"PRI",188,716,89,51,0,993,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.18932527693857,0.721047331319235,0.0896273917421954,72.1047331319235,67.0405522001726,5.06418093175088,NA,NA,NA,NA,NA,-1.09852244174784,6476,NA,NA,NA,NA,NA,0,"05_1996"
"05034_1999","05",5034,1999,"PRI",0,979,330,35,0,1309,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0,0.747899159663866,0.252100840336134,74.7899159663866,72.1047331319235,2.68518283446311,116,0,NA,NA,NA,-1.16570490627623,6133,4.31034482758621,NA,NA,NA,NA,0,"05_1999"
"05034_2002","05",5034,2002,"PRI",304,805,150,20,0,1315,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"05_2002",0.231178707224335,0.612167300380228,0.114068441064639,61.2167300380228,74.7899159663866,-13.5731859283637,NA,NA,NA,NA,NA,-1.13604429825099,5699,NA,NA,NA,NA,NA,0,"05_2002"
"05034_2005","05",5034,2005,"PRI",360,856,51,23,0,1343,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.268056589724497,0.637379002233805,0.0379746835443038,63.7379002233805,61.2167300380228,2.52117018535768,465,NA,NA,NA,NA,-1.061,5245,7.31182795698923,NA,NA,NA,NA,0,"05_2005"
"05034_2009","05",5034,2009,"PRI_PVEM_PNA_PSD",674,1040,0,17,0,1832,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.367903930131004,0.567685589519651,0,56.7685589519651,63.7379002233805,-6.96934127141543,518,0,NA,NA,NA,-1.17103568922075,7040,2.89575289575291,NA,NA,NA,NA,0,"05_2009"
"05035_1996","05",5035,1996,"PAN",72232,59454,8544,5506,0,153988,"PRI","PRI","PAN","PAN",1993,3,"PRI","PRI",0,1,0,0,"05_1996",0.469075512377588,0.386095020391199,0.0554848429747773,38.6095020391199,58.5664517085464,-19.9569496694265,112744,2,NA,NA,NA,-1.78937649131356,512293,0.808025260767762,-50,NA,NA,NA,1,"05_1996"
"05035_1999","05",5035,1999,"PRI",0,86166,0,2622,0,168075,"PRI","PRI","PRI","PRI",1996,3,"PAN","PAN",1,1,0,0,"05_1999",0,0.512663989290495,0,0,38.6095020391199,-38.6095020391199,143621,1,NA,NA,NA,-1.93271344336332,525154,2.24340451605266,0,NA,NA,NA,1,"05_1999"
"05035_2002","05",5035,2002,"PAN",75737,66341,22889,2716,0,173172,"PRI","PRI","PAN","PAN",1999,3,"PRI","PRI",0,0,1,0,"05_2002",0.437351303905943,0.383093109740605,0.132174947451089,38.3093109740605,0,38.3093109740605,157919,2,NA,NA,NA,-1.9464976068675,548200,4.3686953438155,0,NA,NA,NA,1,"05_2002"
"05035_2005","05",5035,2005,"PAN",113745,94532,4566,4836,0,216723,"PRI","PRI","PAN","PAN",2002,3,"PAN","PAN",0,1,0,0,"05_2005",0.524840464556139,0.436188129547856,0.0210683683780679,52.4840464556138,38.3093109740605,14.1747354815534,175767,NA,NA,NA,NA,-1.893,577477,3.9358924030108,NA,NA,NA,NA,0,"05_2005"
"05035_2009","05",5035,2009,"PRI",86660,132552,2640,3330,0,229601,"PRI","PRI","PRI","PRI",2005,4,"PAN","PAN",1,0,1,0,"05_2009",0.377437380499214,0.5773145587345,0.0114982077604192,37.7437380499214,52.4840464556138,-14.7403084056925,202093,2,NA,NA,NA,-1.97293719048667,574633,5.59247475172322,0,NA,NA,NA,1,"05_2009"
"05036_1996","05",5036,1996,"PRI",261,3988,2133,111,0,6514,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"05_1996",0.040067546822229,0.612219834203255,0.327448572305803,61.2219834203255,62.8641899182981,-1.64220649797267,728,1,NA,NA,NA,-0.347731517834617,19401,0.961538461538461,0,NA,NA,NA,0,"05_1996"
"05036_1999","05",5036,1999,"PRI",0,4022,2773,257,0,7073,"PRI","PRI","PRI","PRI",1996,3,"PRI","PRI",1,1,0,0,"05_1999",0,0.56864131203167,0.392054290965644,56.864131203167,61.2219834203255,-4.35785221715849,1021,1,NA,NA,NA,-0.472266652797647,19076,0.881488736532824,0,NA,NA,NA,0,"05_1999"
"05036_2002","05",5036,2002,"PRI",485,4265,1512,231,0,6674,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,1,0,0,"05_2002",0.0726700629307761,0.639047048246928,0.226550794126461,63.9047048246928,56.864131203167,7.04057362152587,1105,1,NA,NA,NA,-0.528555659758411,19112,0.180995475113129,0,NA,NA,NA,0,"05_2002"
"05036_2005","05",5036,2005,"PRI",849,5122,500,172,0,6624,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.128170289855072,0.773248792270531,0.0754830917874396,77.3248792270531,63.9047048246928,13.4201744023603,1395,NA,NA,NA,NA,-0.537,19328,1.07526881720429,NA,NA,NA,NA,0,"05_2005"
"05036_2009","05",5036,2009,"PRI_PVEM_PSD",1710,5539,659,88,0,8407,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.203401926965624,0.658855715475199,0.0783870584037112,65.8855715475199,77.3248792270531,-11.4393076795332,2214,1,NA,NA,NA,-0.513629197015264,20517,6.18789521228547,0,NA,NA,NA,0,"05_2009"
"05037_1996","05",5037,1996,"PAN",1234,1035,0,41,0,2269,"PRI","PRI","PAN","PAN",1993,3,"PRI","PRI",0,1,0,0,"05_1996",0.543851917144116,0.456148082855884,0,45.6148082855884,54.4200086244071,-8.8052003388187,NA,NA,NA,NA,NA,-0.956294665360807,6214,NA,NA,NA,NA,NA,1,"05_1996"
"05037_1999","05",5037,1999,"PRI",1120,1294,0,45,0,2414,"PRI","PRI","PRI","PRI",1996,3,"PAN","PAN",1,1,0,0,"05_1999",0.463960231980116,0.536039768019884,0,46.3960231980116,45.6148082855884,0.781214912423231,1637,0,NA,NA,NA,-1.00368645226925,6173,2.01588271227855,NA,NA,NA,NA,1,"05_1999"
"05037_2002","05",5037,2002,"PRI",1273,1354,0,31,0,2627,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,0,1,0,"05_2002",0.48458317472402,0.51541682527598,0,51.541682527598,46.3960231980116,5.14565932958642,NA,0,NA,NA,NA,-1.12840757650956,6151,NA,NA,NA,NA,NA,0,"05_2002"
"05037_2005","05",5037,2005,"PRI",927,1713,0,54,0,2640,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.351136363636364,0.648863636363636,0,64.8863636363636,51.541682527598,13.3446811087656,1911,NA,NA,NA,NA,-1.313,6138,4.2386185243328,NA,NA,NA,NA,0,"05_2005"
"05037_2009","05",5037,2009,"PRI_PVEM_PNA_PSD",1237,1820,0,18,0,3057,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.404645076872751,0.595354923127249,0,59.5354923127249,64.8863636363636,-5.35087132363874,2158,0,NA,NA,NA,-1.00318531405752,6280,1.66821130676554,NA,NA,NA,NA,0,"05_2009"
"05038_1996","05",5038,1996,"PAN",2478,1942,0,134,0,4420,"PRI","PRI","PAN","PAN",1993,3,"PRI","PRI",0,1,0,0,"05_1996",0.560633484162896,0.439366515837104,0,43.9366515837104,51.2476007677543,-7.31094918404391,NA,NA,NA,NA,NA,-1.12683968773896,12455,NA,NA,NA,NA,NA,1,"05_1996"
"05038_1999","05",5038,1999,"PRI",2338,2452,0,148,0,4889,"PRI","PRI","PRI","PRI",1996,3,"PAN","PAN",1,1,0,0,"05_1999",0.478216404172632,0.501534056044181,0,47.8216404172632,43.9366515837104,3.88498883355284,2928,1,NA,NA,NA,-1.3614181473127,12611,5.36202185792351,0,NA,NA,NA,1,"05_1999"
"05038_2002","05",5038,2002,"PRI",2290,2484,0,88,0,4774,"PRI","PRI","PRI","PRI",1999,3,"PRI","PRI",1,0,1,0,"05_2002",0.479681608713867,0.520318391286133,0,52.0318391286133,47.8216404172632,4.21019871135007,3260,1,NA,NA,NA,-1.39610704800679,12562,-7.33128834355828,0,NA,NA,NA,0,"05_2002"
"05038_2005","05",5038,2005,"PRI",2116,2454,316,119,0,4925,"PRI","PRI","PRI","PRI",2002,3,"PRI","PRI",1,1,0,0,"05_2005",0.429644670050761,0.498274111675127,0.0641624365482233,49.8274111675127,52.0318391286133,-2.20442796110063,NA,NA,NA,NA,NA,-1.319,12411,NA,NA,NA,NA,NA,0,"05_2005"
"05038_2009","05",5038,2009,"PRI_PVEM_PNA_PSD",1187,2501,73,43,0,5648,"PRI","PRI","PRI","PRI",2005,4,"PRI","PRI",1,1,0,0,"05_2009",0.210162889518414,0.442811614730878,0.0129249291784703,44.2811614730878,49.8274111675127,-5.54624969442487,3515,1,NA,NA,NA,-1.36850949814657,12901,-4.40967283072546,0,NA,NA,NA,0,"05_2009"
"06001_1994","06",6001,1994,"PRI",1374,6270,1830,413,11,9981,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"06_1994",0.137661556958221,0.62819356777878,0.183348361887586,62.819356777878,61.3941427699817,1.42521400789627,NA,NA,NA,NA,NA,-0.932533541724505,27968,NA,NA,NA,NA,NA,0,"06_1994"
"06001_1997","06",6001,1997,"PRI",1797,4232,3303,0,0,9633,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"06_1997",0.186546247274992,0.439323159970933,0.342883836810962,43.9323159970933,62.819356777878,-18.8870407807846,6825,2,7160,NA,NA,-0.832734072041962,28237,2.27106227106226,0,-1.21508379888268,NA,NA,0,"06_1997"
"06001_2000","06",6001,2000,"PAN_PRD",0,4385,0,380,1,10184,"PRI","PRI","PAN","PAN",1997,3,"PRI","PRI",0,1,0,0,"06_2000",0,0.430577376276512,0,43.0577376276512,43.9323159970933,-0.874578369442112,7357,3,7629,180,8,-0.709,28574,0,0,3.56534277100538,14.4444444444444,-12.5,1,"06_2000"
"06001_2003","06",6001,2003,"PRD",763,4047,4136,239,0,9253,"PRI","PRI","PRD","PRD",2000,3,"PAN","PAN",0,1,0,0,"06_2003",0.0824597427861234,0.437371663244353,0.446990165351778,8.24597427861234,43.0577376276512,-34.8117633490389,8010,3,8506,202,10,-0.696324309249112,26334,1.58551810237204,0,2.01034563837292,-17.8217821782178,-9.99999999999998,1,"06_2003"
"06001_2006","06",6001,2006,"PRI_PVEM",2189,4745,3510,214,0,10444,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PRD","PRD",1,0,1,0,"06_2006",0.209594025277671,0.454327843738031,0.336078130984297,33.6078130984297,8.24597427861234,25.3618388198174,8721,3,9478,248,9,-0.709205984927272,29387,2.12131636280244,0,3.34458746571006,-10.8870967741936,33.3333333333333,1,"06_2006"
"06001_2009","06",6001,2009,"PAN_ADC",6501,4740,396,281,0,12144,"PRI_PT_PVEM","PRI","PAN","PAN",2006,3,"PRI","PRI",0,0,0,1,"06_2009",0.535326086956522,0.390316205533597,0.0326086956521739,39.0316205533597,33.6078130984297,5.42380745492996,9492,3,10256,264,8,-0.709824298845977,31968,1.80151706700381,33.3333333333333,1.99882995319813,0,-25,1,"06_2009"
"06001_2012","06",6001,2012,"PRI_PNA",4419,5176,916,684,0,12471,"PRI_PNA","PRI","PRI","PRI",2009,3,"PAN","PAN",1,1,0,0,"06_2012",0.354342073610777,0.415042899526902,0.0734504049394595,35.4342073610777,39.0316205533597,-3.59741319228198,9913,4,11006,NA,NA,-0.614068156567953,28931,0.615353576112171,0,1.5536979829184,NA,NA,1,"06_2012"
"06002_1994","06",6002,1994,"PRI",16978,27920,6899,1772,46,54303,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"06_1994",0.312653076257297,0.514152072629505,0.127046387860708,51.4152072629505,71.6534630766487,-20.2382558136983,NA,NA,NA,NA,NA,-1.87236700205212,119913,NA,NA,NA,NA,NA,0,"06_1994"
"06002_1997","06",6002,1997,"PRD",15410,16134,21637,0,0,54728,"PRI","PRI","PRD","PRD",1994,3,"PRI","PRI",0,1,0,0,"06_1997",0.281574331238123,0.294803391317059,0.395355211226429,29.4803391317059,51.4152072629505,-21.9348681312446,37289,12,39463,NA,NA,-1.82289436689029,124371,3.95022660838317,0,-3.37277956566909,NA,NA,1,"06_1997"
"06002_2000","06",6002,2000,"PAN",22521,15405,2972,1375,1,57667,"PRI","PRI","PAN","PAN",1997,3,"PRD","PRD",0,1,0,0,"06_2000",0.39053531482477,0.267137184178126,0.0515372743510153,5.15372743510153,29.4803391317059,-24.3266116966044,43003,15,45707,2394,34,-1.799,129958,0,0,-6.18723609075195,-7.1846282372598,-11.764705882353,1,"06_2000"
"06002_2003","06",6002,2003,"PAN",22780,21202,4102,1026,0,52639,"PRI","PRI","PAN","PAN",2000,3,"PAN","PAN",0,0,0,1,"06_2003",0.432758980983681,0.402781207849693,0.0779270122912669,43.2758980983681,5.15372743510153,38.1221706632666,NA,15,46390,2229,25,-1.75361730383982,131342,NA,6.66666666666668,2.30006466910974,6.59488559892328,12,0,"06_2003"
"06002_2006","06",6002,2006,"PRI_PVEM",29591,29715,5267,1090,0,66129,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PAN","PAN",1,0,1,0,"06_2006",0.447473876816525,0.449348999682439,0.0796473559255395,44.7473876816525,43.2758980983681,1.4714895832844,57785,17,52987,4073,17,-1.79354074897612,132714,0.289002336246431,5.88235294117646,3.68392247154963,0.0491038546525881,17.6470588235294,1,"06_2006"
"06002_2009","06",6002,2009,"PRI_PNA",23021,38426,1458,1900,0,67678,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI","PRI",1,0,1,0,"06_2009",0.34015485091167,0.567776825556311,0.0215431898105736,56.7776825556311,44.7473876816525,12.0302948739786,61764,18,58585,3875,29,-1.77726219492541,141336,2.60669645748331,0,2.46820858581548,-14.5032258064516,-34.4827586206897,0,"06_2009"
"06002_2012","06",6002,2012,"PRI_PNA",26041,34850,8300,2628,0,71802,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,1,0,0,"06_2012",0.362677919835102,0.48536252472076,0.11559566585889,48.536252472076,56.7776825556311,-8.24143008355509,66456,18,62988,NA,NA,-1.75452824463561,131282,-1.21283255086071,0,2.52746554899347,NA,NA,0,"06_2012"
"06003_1994","06",6003,1994,"PRI",1464,4479,0,405,8,7225,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"06_1994",0.202629757785467,0.619930795847751,0,61.9930795847751,65.315739868049,-3.32266028327392,NA,NA,NA,NA,NA,-0.922183620784244,17460,NA,NA,NA,NA,NA,0,"06_1994"
"06003_1997","06",6003,1997,"PAN",3346,2562,1226,0,0,7482,"PRI","PRI","PAN","PAN",1994,3,"PRI","PRI",0,1,0,0,"06_1997",0.447206629243518,0.342421812349639,0.163859930499866,34.2421812349639,61.9930795847751,-27.7508983498112,4968,8,4238,NA,NA,-0.868110541061243,18294,0,0,-2.80792826805096,NA,NA,1,"06_1997"
"06003_2000","06",6003,2000,"PRI",3332,3495,877,173,1,7815,"PRI","PRI","PRI","PRI",1997,3,"PAN","PAN",1,1,0,0,"06_2000",0.426359564939219,0.44721689059501,0.112220089571337,42.6359564939219,34.2421812349639,8.39377525895803,3175,8,4558,54,2,-0.768,19384,0,0,4.40982887231242,16.6666666666667,150,1,"06_2000"
"06003_2003","06",6003,2003,"PAN",3918,3342,538,152,0,7935,"PRI","PRI","PAN","PAN",2000,3,"PRI","PRI",0,0,1,0,"06_2003",0.493761814744802,0.42117202268431,0.0678008821676118,42.117202268431,42.6359564939219,-0.518754225490945,4060,8,5205,64,2,-0.788812556485506,19451,26.7241379310345,0,3.01633045148896,-45.3125,-100,1,"06_2003"
"06003_2006","06",6003,2006,"PRI_PVEM",3985,4239,691,183,0,9158,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PAN","PAN",1,1,0,0,"06_2006",0.435138676566936,0.462873989954138,0.0754531557108539,43.5138676566936,42.117202268431,1.3966653882626,5561,9,6010,44,4,-0.791057490423569,19653,0.791224599892126,-11.1111111111111,3.54409317803663,140.909090909091,-100,1,"06_2006"
"06003_2009","06",6003,2009,"PRI_PNA",4305,4468,268,239,0,10022,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI","PRI",1,0,1,0,"06_2009",0.429554979046099,0.445819197764917,0.02674116942726,44.5819197764917,43.5138676566936,1.06805211979812,5738,8,6576,279,4,-0.864467217647849,20484,7.56361101429071,0,3.25425790754256,-45.1612903225807,25,0,"06_2009"
"06003_2012","06",6003,2012,"PAN",5423,4435,206,478,0,10780,"PRI_PNA","PRI","PAN","PAN",2009,3,"PRI","PRI",0,1,0,0,"06_2012",0.503061224489796,0.411410018552876,0.0191094619666048,41.1410018552876,44.5819197764917,-3.44091792120415,7068,8,7218,NA,NA,-0.748491797018632,19625,NA,0,0.332502078137989,NA,NA,1,"06_2012"
"06004_1994","06",6004,1994,"PAN",3524,2967,218,173,4,6862,"PRI","PRI","PAN","PAN",1991,3,"PRI","PRI",0,1,0,0,"06_1994",0.513552900029146,0.43238122996211,0.031769163509181,43.238122996211,75.4817987152034,-32.2436757189924,NA,NA,NA,NA,NA,-1.0103428883162,16751,NA,NA,NA,NA,NA,1,"06_1994"
"06004_1997","06",6004,1997,"PAN",4184,2935,170,0,0,7410,"PRI","PRI","PAN","PAN",1994,3,"PAN","PAN",0,1,0,0,"06_1997",0.564642375168691,0.39608636977058,0.0229419703103914,56.4642375168691,43.238122996211,13.2261145206581,4448,4,3966,NA,NA,-0.920097082836998,17644,2.36061151079136,0,7.41301059001511,NA,NA,0,"06_1997"
"06004_2000","06",6004,2000,"PAN",3915,3632,123,112,0,7717,"PRI","PRI","PAN","PAN",1997,3,"PAN","PAN",0,0,1,0,"06_2000",0.507321497991447,0.470649216016587,0.0159388363353635,50.7321497991447,56.4642375168691,-5.73208771772435,4737,4,4179,73,3,-0.806,18756,0,0,15.2428810720268,-35.6164383561644,0,0,"06_2000"
"06004_2003","06",6004,2003,"PRI",2361,3582,1390,162,0,7531,"PRI","PRI","PRI","PRI",2000,3,"PAN","PAN",1,0,1,0,"06_2003",0.313504182711459,0.475634045943434,0.184570442172354,31.3504182711459,50.7321497991447,-19.3817315279988,4835,7,5164,53,4,-0.825050302573189,17907,5.50155118924509,-14.2857142857143,-0.600309837335389,-45.2830188679245,-75,1,"06_2003"
"06004_2006","06",6004,2006,"PRI_PVEM",2586,4477,397,206,0,8232,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PRI","PRI",1,0,1,0,"06_2006",0.314139941690962,0.54385325558795,0.0482264334305151,54.385325558795,31.3504182711459,23.034907287649,5577,7,5677,80,1,-0.827518699865361,19174,7.02886856733013,28.5714285714286,3.54060243086138,101.25,300,0,"06_2006"
"06004_2009","06",6004,2009,"PRI_PNA",3810,4307,190,204,0,9277,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI","PRI",1,1,0,0,"06_2009",0.410693111997413,0.464266465452194,0.0204807588660127,46.4266465452194,54.385325558795,-7.9586790135756,6302,9,6147,147,4,-0.895583617689084,20484,1.22183433830529,0,2.97706198145435,-15.6462585034014,-25,0,"06_2009"
"06004_2012","06",6004,2012,"PAN",4871,4192,179,451,0,9908,"PRI_PNA","PRI","PAN","PAN",2009,3,"PRI","PRI",0,1,0,0,"06_2012",0.491622930964877,0.423092450545014,0.0180662091239403,42.3092450545014,46.4266465452194,-4.11740149071794,6720,9,6867,NA,NA,-0.804649348988614,19067,4.62797619047619,0,3.69884957040922,NA,NA,1,"06_2012"
"06005_1994","06",6005,1994,"PRI",0,6744,4052,616,10,11080,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"06_1994",0,0.608664259927798,0.365703971119134,60.8664259927798,64.6250969099568,-3.75867091717703,NA,NA,NA,NA,NA,-1.4235197075025,25258,NA,NA,NA,NA,NA,0,"06_1994"
"06005_1997","06",6005,1997,"PRI",1646,5421,3941,0,0,11204,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"06_1997",0.14691181720814,0.483845055337379,0.351749375223135,48.384505533738,60.8664259927798,-12.4819204590418,6332,12,6902,NA,NA,-1.36672126785751,25978,0.47378395451674,0,-3.40481019994205,NA,NA,0,"06_1997"
"06005_2000","06",6005,2000,"PRI",1575,6655,3128,293,1,11449,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"06_2000",0.137566599703031,0.581273473665822,0.273211634203861,58.1273473665822,48.384505533738,9.74284183284428,6522,12,6249,83,5,-1.296,26771,0,0,22.6116178588574,-25.3012048192771,-20,0,"06_2000"
"06005_2003","06",6005,2003,"PRI",4169,5101,1156,272,0,10971,"PRI","PRI","PRI","PRI",2000,3,"PRI","PRI",1,1,0,0,"06_2003",0.380001822987877,0.464953058062164,0.10536869929815,46.4953058062164,58.1273473665822,-11.6320415603658,7141,12,8074,38,1,-1.26515463665314,26047,5.53143817392524,-8.33333333333335,1.87020064404261,-26.3157894736842,300,0,"06_2003"
"06005_2006","06",6005,2006,"PRI_PVEM",2765,4400,972,501,0,12217,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PRI","PRI",1,1,0,0,"06_2006",0.226323974789228,0.360153883932226,0.0795612670868462,36.0153883932226,46.4953058062164,-10.4799174129938,7654,11,8916,89,3,-1.31559324352185,27084,2.45623203553699,0,2.59084791386271,52.8089887640449,-33.3333333333333,0,"06_2006"
"06005_2009","06",6005,2009,"PRI_PNA",4290,4939,861,464,0,13189,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI","PRI",1,1,0,0,"06_2009",0.325271059216013,0.374478732276897,0.0652816741223747,37.4478732276897,36.0153883932226,1.43248483446718,8112,11,9707,251,9,-1.37616824737266,28046,2.26824457593689,0,2.43123519109922,16.7330677290837,-11.1111111111111,0,"06_2009"
"06005_2012","06",6005,2012,"PRD",1704,5199,6105,815,0,13520,"PRI_PNA","PRI","PRD","PRD",2009,3,"PRI","PRI",0,1,0,0,"06_2012",0.12603550295858,0.384541420118343,0.45155325443787,38.4541420118343,37.4478732276897,1.00626878414458,9121,12,10422,NA,NA,-1.27369442023258,27953,6.38087928955156,0,2.4659374400307,NA,NA,1,"06_2012"
"06006_1994","06",6006,1994,"PRI",636,1426,96,60,0,2182,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"06_1994",0.29147571035747,0.653528872593951,0.0439963336388634,65.3528872593951,64.6556630620376,0.6972241973575,NA,NA,NA,NA,NA,-0.388689837942803,5039,NA,NA,NA,NA,NA,0,"06_1994"
"06006_1997","06",6006,1997,"PRI",954,1382,46,0,0,2445,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"06_1997",0.390184049079755,0.565235173824131,0.0188139059304703,56.5235173824131,65.3528872593951,-8.82936987698197,689,7,1289,NA,NA,-0.345733156247336,5179,73.0043541364296,0,-1.47401086113266,NA,NA,0,"06_1997"
"06006_2000","06",6006,2000,"PRI",42,1430,1260,71,0,2751,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"06_2000",0.0152671755725191,0.519810977826245,0.458015267175573,51.9810977826245,56.5235173824131,-4.54241959978859,1650,7,688,12,1,-0.229,5478,127.939393939394,0,110.901162790698,16.6666666666667,200,0,"06_2000"
"06006_2003","06",6006,2003,"PAN",1611,1310,56,38,0,3009,"PRI","PRI","PAN","PAN",2000,3,"PRI","PRI",0,1,0,0,"06_2003",0.535393818544367,0.435360584911931,0.0186108341641741,43.5360584911931,51.9810977826245,-8.44503929143141,NA,7,1581,4,0,-0.289257223425655,5035,NA,-14.2857142857143,2.02403542061986,-25,NA,1,"06_2003"
"06006_2006","06",6006,2006,"PRI_PVEM",227,1225,229,167,0,2810,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PAN","PAN",1,1,0,0,"06_2006",0.0807829181494662,0.435943060498221,0.0814946619217082,8.07829181494662,43.5360584911931,-35.4577666762465,1556,6,1790,6,1,-0.224047791847426,5597,18.3161953727506,-16.6666666666667,3.51955307262571,0,-100,1,"06_2006"
"06006_2009","06",6006,2009,"PRI_PNA",1356,1658,93,105,0,3331,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI","PRI",1,0,1,0,"06_2009",0.40708495947163,0.497748423896728,0.0279195436805764,49.7748423896728,8.07829181494662,41.6965505747261,2083,5,1972,69,3,-0.209824513543633,5971,0.288046087373979,20,6.64300202839758,-8.69565217391304,0,0,"06_2009"
